Date,US0001M,US0002M,US0003M,US0006M,US0012M,USSW2,USSW3,USSW5,USSW7,USSW10,USSW15,USSW30
43903,0.80013,0.821,0.84313,0.82138,0.82163,0.985,0.9513,1.0848,1.1275,1.2065,1.1178,1.378
43906,0.61163,0.71675,0.88938,0.84375,0.81938,0.9618,0.9554,0.9814,1.0317,1.1175,1.19,1.3006
43907,0.75,0.90325,1.05188,0.913,0.86175,0.7673,0.7597,1.0094,1.0659,1.154,1.0413,1.351
43908,0.77288,0.96063,1.11575,0.952,0.88938,0.7528,0.7695,0.8097,0.8801,0.9843,0.9113,1.2257
43909,0.92363,1.07963,1.19513,0.9795,0.922,0.6854,0.6916,0.8457,0.9298,1.0471,0.6515,1.307
43910,0.9285,1.1,1.20413,0.99425,0.9335,0.6442,0.6652,0.7455,0.8153,0.918,0.857,1.14
43913,0.94663,1.054,1.21563,0.97325,0.93738,0.4733,0.4999,0.7363,0.779,0.8408,0.9072,0.9569
43914,0.92488,1.10163,1.23238,0.98213,0.95675,0.5732,0.6219,0.5608,0.587,0.6226,0.7952,0.6524
43915,0.95913,1.15638,1.267,1.06763,0.9875,0.5012,0.564,0.7121,0.7724,0.8333,0.9738,0.8518
43916,0.94088,1.14738,1.37463,1.05763,0.97275,0.4671,0.5073,0.7218,0.8032,0.8721,0.773,0.9128
43917,0.98938,1.25638,1.45013,1.072,0.9685,0.529,0.6092,0.6323,0.7077,0.772,1.0255,0.787
43920,0.9845,1.26388,1.43338,1.09175,1.014,0.4415,0.4813,0.7824,0.8808,0.9633,1.0988,0.9548
43921,0.99288,1.261,1.4505,1.17525,0.9975,0.5623,0.628,0.601,0.68,0.7518,1.0455,0.7632
43922,1.01625,1.2445,1.4365,1.19525,1.00238,0.5835,0.6335,0.7967,0.904,0.994,0.7889,1.028
43923,0.98163,1.2425,1.373,1.20488,1.06013,0.6145,0.6267,0.8053,0.9466,1.072,0.757,1.0843
43924,0.98513,1.202,1.38738,1.20888,1.04988,0.5055,0.4987,0.725,0.8722,1.0096,0.804,1.0412
43927,0.92125,1.11,1.35238,1.23825,1.04263,0.488,0.4685,0.5477,0.6608,0.7661,0.8745,0.7752
43928,0.8635,1.09913,1.31988,1.2245,1.04475,0.5203,0.5211,0.5137,0.6136,0.7129,0.8262,0.7705
43929,0.82888,1.0585,1.31138,1.22825,1.05313,0.519,0.5245,0.5933,0.6755,0.7555,0.7089,0.8206
43930,0.814,1.06475,1.21888,1.22588,1.05088,0.5044,0.502,0.6159,0.7111,0.8074,0.8095,0.9113
43935,0.79413,1.04225,1.17613,1.15875,1.02588,0.4981,0.464,0.5969,0.6788,0.7634,0.8097,0.8593
43936,0.75075,1.0385,1.13488,1.15013,1.01413,0.5035,0.4836,0.5076,0.569,0.6403,0.7705,0.7516
43937,0.71825,0.97575,1.13525,1.125,0.98125,0.4903,0.4612,0.544,0.6283,0.7285,0.7517,0.8668
43938,0.67275,0.95238,1.109,1.1025,0.98188,0.4782,0.4512,0.5239,0.6102,0.7161,0.7322,0.8815
43941,0.66738,0.94125,1.09763,1.07588,0.98213,0.4601,0.4348,0.51,0.5831,0.6793,0.798,0.841
43942,0.62463,0.90788,1.043,1.02425,0.9865,0.4698,0.4464,0.5025,0.569,0.6572,0.857,0.826
43943,0.56975,0.86638,1.02025,0.99063,0.97038,0.4917,0.4813,0.506,0.5698,0.6522,0.9204,0.7922
43944,0.48725,0.84413,0.99138,0.96525,0.96025,0.5179,0.5071,0.5535,0.6287,0.7163,0.9142,0.8602
43945,0.44088,0.82775,0.88713,0.92225,0.9395,0.5109,0.5044,0.583,0.6732,0.7693,0.9138,0.925
43948,0.43763,0.7635,0.84075,0.89313,0.92513,0.4639,0.4589,0.6045,0.7118,0.8253,0.957,0.9937
43949,0.40363,0.7025,0.76013,0.86188,0.90975,0.4654,0.4589,0.548,0.6818,0.8092,0.9465,1.0098
43950,0.37013,0.63763,0.68663,0.80488,0.89863,0.4652,0.4688,0.5631,0.6725,0.808,0.8088,0.998
43951,0.32963,0.5905,0.55613,0.7595,0.86463,0.4388,0.4414,0.5857,0.7097,0.8426,0.798,1.05
43952,0.30338,0.53975,0.54088,0.713,0.8355,0.41,0.3962,0.5519,0.6819,0.8236,0.8163,1.0477
43955,0.26275,0.47975,0.50088,0.7045,0.82863,0.4252,0.4116,0.4657,0.5747,0.6999,0.7685,0.8955
43956,0.24725,0.41338,0.474,0.70013,0.83125,0.4161,0.402,0.4815,0.5839,0.7027,0.7296,0.8689
43957,0.22163,0.38538,0.44763,0.69438,0.79825,0.4216,0.4006,0.4782,0.5868,0.7128,0.7587,0.8952
43958,0.198,0.35425,0.43463,0.688,0.78288,0.4096,0.3871,0.4607,0.5581,0.6723,0.7272,0.8353
43962,0.19088,0.33913,0.4335,0.65888,0.76563,0.404,0.3895,0.4445,0.5322,0.6378,0.7105,0.7918
43963,0.18388,0.33188,0.424,0.65863,0.76875,0.3985,0.3835,0.4585,0.5522,0.663,0.7704,0.821
43964,0.18363,0.31525,0.39238,0.67513,0.76938,0.384,0.3777,0.4505,0.5367,0.6389,0.7142,0.7823
43965,0.18213,0.30213,0.38563,0.66538,0.76175,0.3786,0.3779,0.4514,0.5344,0.6323,0.7453,0.754
43966,0.17238,0.2945,0.3805,0.659,0.75538,0.3555,0.3532,0.4674,0.5658,0.6786,0.757,0.827
43969,0.17075,0.29925,0.37663,0.62813,0.71825,0.3364,0.3386,0.4316,0.5202,0.6235,0.7283,0.7705
43970,0.17088,0.30538,0.37413,0.59038,0.72188,0.3203,0.325,0.4212,0.5229,0.638,0.7405,0.8175
43971,0.173,0.28825,0.358,0.58613,0.70638,0.324,0.3245,0.413,0.521,0.6452,0.7806,0.8345
43972,0.16825,0.27738,0.3595,0.57663,0.68488,0.3157,0.3213,0.3974,0.5,0.6195,0.8034,0.7994
43973,0.17375,0.28163,0.36925,0.57,0.68175,0.3126,0.3243,0.4071,0.5108,0.6306,0.7455,0.8117
43977,0.1695,0.28525,0.37125,0.57163,0.67975,0.2962,0.3073,0.4186,0.53,0.6569,0.7872,0.8635
43978,0.17363,0.28875,0.3625,0.54838,0.6805,0.2425,0.2455,0.4,0.5253,0.6667,0.8061,0.8986
43979,0.17263,0.27713,0.35,0.515,0.67688,0.2562,0.26,0.3335,0.461,0.608,0.775,0.8405
43980,0.1825,0.279,0.344,0.50975,0.6735,0.2595,0.2639,0.3544,0.4888,0.6439,0.7616,0.8871
43983,0.17813,0.255,0.33713,0.49625,0.6375,0.2619,0.2587,0.359,0.4975,0.6585,0.7249,0.9056
43984,0.17875,0.24538,0.3305,0.482,0.6255,0.262,0.2587,0.3476,0.4753,0.6283,0.7656,0.8735
43985,0.17363,0.23975,0.32663,0.4765,0.6225,0.2515,0.2508,0.3413,0.4657,0.6162,0.8583,0.8615
43986,0.17525,0.25963,0.31763,0.4805,0.62775,0.248,0.2531,0.3334,0.4489,0.5914,0.8253,0.8116
43987,0.18013,0.26575,0.31288,0.48125,0.634,0.2704,0.286,0.3466,0.4728,0.6263,0.82,0.8588
43990,0.17663,0.26125,0.30975,0.48338,0.62988,0.256,0.2684,0.405,0.5441,0.708,0.8178,0.9625
43991,0.18788,0.268,0.31463,0.4605,0.63275,0.2513,0.2674,0.37,0.5066,0.6715,0.8145,0.9342
43992,0.1905,0.26738,0.31838,0.4265,0.6455,0.256,0.2712,0.3725,0.5052,0.6656,0.8116,0.9297
43993,0.18475,0.2605,0.31338,0.41963,0.60463,0.262,0.276,0.3715,0.5028,0.6629,0.8608,0.929
43994,0.19513,0.2705,0.32088,0.432,0.59338,0.2611,0.271,0.3725,0.502,0.6596,0.841,0.9253
43997,0.19388,0.278,0.299,0.43088,0.59075,0.2677,0.2781,0.375,0.502,0.66,0.8541,0.927
43998,0.19375,0.28438,0.30788,0.42975,0.5855,0.272,0.286,0.3835,0.5217,0.6904,0.8138,0.9887
43999,0.19388,0.2825,0.31625,0.42475,0.58388,0.2668,0.2831,0.3858,0.5139,0.6732,0.8288,0.9685
44000,0.19,0.27388,0.30638,0.42475,0.57738,0.2513,0.2627,0.3885,0.521,0.6855,0.8575,0.982
44001,0.19013,0.267,0.30513,0.4145,0.57575,0.2476,0.2589,0.3595,0.4898,0.6506,0.9138,0.9374
44004,0.18475,0.25788,0.29663,0.3945,0.57375,0.2468,0.2603,0.358,0.4891,0.6531,1.0056,0.9665
44005,0.1845,0.252,0.29688,0.38263,0.56538,0.2668,0.2867,0.364,0.5036,0.6756,1.0569,0.9997
44006,0.1795,0.24188,0.28375,0.37938,0.56375,0.2744,0.3028,0.4039,0.5556,0.7375,1.0347,1.0489
